"","name","degree","betweenness_centrality","closeness_centrality","eigenvector_centrality","Abundance","module","kingdom","phylum","class","order"
"EC:3.6.1.27","EC:3.6.1.27",79,2562,0.000379834895051455,0,0.382526899619027,"M1","k__Hydrolases.","p__Acting on acid anhydrides.","c__In phosphorus-containing anhydrides.","o__EC:3.6.1.27"
"EC:5.1.3.2","EC:5.1.3.2",0,0,NA,0,0.374458499522324,"M35","k__Isomerases.","p__Racemases and epimerases.","c__Acting on carbohydrates and derivatives.","o__EC:5.1.3.2"
"EC:3.6.3.17","EC:3.6.3.17",27,4458,0.000351728299041347,0,0.366123590390221,"M1","k__Hydrolases.","p__Acting on acid anhydrides.","c__Acting on acid anhydrides; catalyzing transmembrane movement of substances.","o__EC:3.6.3.17"
"EC:5.4.2.12","EC:5.4.2.12",32,10478,0.000355814052437956,0,0.345311423320072,"M2","k__Isomerases.","p__Intramolecular transferases.","c__Phosphotransferases (phosphomutases).","o__EC:5.4.2.12"
"EC:3.6.3.14","EC:3.6.3.14",10,89,0.000311400808123411,0,0.344346063379321,"M1","k__Hydrolases.","p__Acting on acid anhydrides.","c__Acting on acid anhydrides; catalyzing transmembrane movement of substances.","o__EC:3.6.3.14"
"EC:2.8.1.7","EC:2.8.1.7",19,599,0.000320009000275688,0,0.342522295053829,"M3","k__Transferases.","p__Transferring sulfur-containing groups.","c__Sulfurtransferases.","o__EC:2.8.1.7"
"EC:3.4.16.4","EC:3.4.16.4",88,2554,0.000364012215203084,5.52333393162634e-16,0.341755971712325,"M3","k__Hydrolases.","p__Acting on peptide bonds (peptidases).","c__Serine-type carboxypeptidases.","o__EC:3.4.16.4"
"EC:1.1.1.1","EC:1.1.1.1",16,1782,0.000315402324390076,0,0.329374112549183,"M2","k__Oxidoreductases.","p__Acting on the CH-OH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.1.1.1"
"EC:1.3.5.4","EC:1.3.5.4",19,1252,0.000313908109982643,0,0.324025412956431,"M2","k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With a quinone or related compound as acceptor.","o__EC:1.3.5.4"
"EC:1.3.5.1","EC:1.3.5.1",10,5348,0.00031320713030074,0,0.31453267749543,"M2","k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With a quinone or related compound as acceptor.","o__EC:1.3.5.1"
"EC:5.4.99.2","EC:5.4.99.2",55,2182,0.000368403771587656,0,0.305581331708211,"M1","k__Isomerases.","p__Intramolecular transferases.","c__Transferring other groups.","o__EC:5.4.99.2"
"EC:3.6.3.34","EC:3.6.3.34",50,3230,0.000368626174372219,0,0.297931459847832,"M3","k__Hydrolases.","p__Acting on acid anhydrides.","c__Acting on acid anhydrides; catalyzing transmembrane movement of substances.","o__EC:3.6.3.34"
"EC:1.8.1.4","EC:1.8.1.4",55,3194,0.000363656351757503,9.97268626543645e-17,0.286494045381361,"M3","k__Oxidoreductases.","p__Acting on a sulfur group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.8.1.4"
"EC:4.2.1.20","EC:4.2.1.20",59,2189,0.00036185423828562,0,0.285869739500478,"M1","k__Lyases.","p__Carbon-oxygen lyases.","c__Hydro-lyases.","o__EC:4.2.1.20"
"EC:3.6.4.13","EC:3.6.4.13",56,2491,0.000379158480645338,0,0.282753597730343,"M1","k__Hydrolases.","p__Acting on acid anhydrides.","c__Acting on ATP; involved in cellular and subcellular movement.","o__EC:3.6.4.13"
"EC:3.1.4.46","EC:3.1.4.46",59,6027,0.000384578027829269,0,0.282382498901798,"M1","k__Hydrolases.","p__Acting on ester bonds.","c__Phosphoric diester hydrolases.","o__EC:3.1.4.46"
"EC:1.3.8.7","EC:1.3.8.7",24,1054,0.000327495571231568,0,0.27846849217441,"M1","k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With a flavin as acceptor.","o__EC:1.3.8.7"
"EC:3.1.26.4","EC:3.1.26.4",32,2314,0.000318096479158676,1.61097239672435e-16,0.275652609622132,"M3","k__Hydrolases.","p__Acting on ester bonds.","c__Endoribonucleases producing 5'-phosphomonoesters.","o__EC:3.1.26.4"
"EC:4.2.1.33","EC:4.2.1.33",37,514,0.000324582760792067,0,0.27487076257745,"M1","k__Lyases.","p__Carbon-oxygen lyases.","c__Hydro-lyases.","o__EC:4.2.1.33"
"EC:2.1.1.72","EC:2.1.1.72",1,0,0.000253622208134306,0,0.274428689279589,"M1","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.72"
"EC:4.2.1.35","EC:4.2.1.35",34,632,0.000321557332545691,0,0.273963158735646,"M1","k__Lyases.","p__Carbon-oxygen lyases.","c__Hydro-lyases.","o__EC:4.2.1.35"
"EC:4.1.99.18","EC:4.1.99.18",23,0,0.000239174459056946,0,0.272582060620086,"M5","k__Lyases.","p__Carbon-carbon lyases.","c__Other carbon-carbon lyases.","o__EC:4.1.99.18"
"EC:1.8.1.9","EC:1.8.1.9",49,926,0.000346353888063607,0,0.271335486937931,"M3","k__Oxidoreductases.","p__Acting on a sulfur group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.8.1.9"
"EC:4.3.3.7","EC:4.3.3.7",16,2863,0.000297693500711394,0,0.270964874354197,"M2","k__Lyases.","p__Carbon-nitrogen lyases.","c__Amine-lyases.","o__EC:4.3.3.7"
"EC:2.3.1.51","EC:2.3.1.51",64,1950,0.000356119642612664,5.60004690289893e-16,0.266162412715527,"M2","k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.51"
"EC:1.2.1.3","EC:1.2.1.3",35,663,0.000338608075674944,2.10960670999617e-17,0.265906924764347,"M3","k__Oxidoreductases.","p__Acting on the aldehyde or oxo group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.2.1.3"
"EC:1.11.1.15","EC:1.11.1.15",6,165,0.000302119086471372,0,0.265865071633698,"M1","k__Oxidoreductases.","p__Acting on a peroxide as acceptor.","c__Peroxidases.","o__EC:1.11.1.15"
"EC:3.1.11.6","EC:3.1.11.6",0,0,NA,0,0.259407325485106,"M36","k__Hydrolases.","p__Acting on ester bonds.","c__Exodeoxyribonucleases producing 5'-phosphomonoesters.","o__EC:3.1.11.6"
"EC:3.2.1.21","EC:3.2.1.21",28,6489,0.000337810781964608,0,0.258986428831256,"M2","k__Hydrolases.","p__Glycosylases.","c__Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl compounds.","o__EC:3.2.1.21"
"EC:3.5.1.4","EC:3.5.1.4",15,2048,0.000318056930962811,0,0.255768819914807,"M1","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In linear amides.","o__EC:3.5.1.4"
"EC:3.6.1.1","EC:3.6.1.1",0,0,NA,0,0.252889275252877,"M37","k__Hydrolases.","p__Acting on acid anhydrides.","c__In phosphorus-containing anhydrides.","o__EC:3.6.1.1"
"EC:1.4.1.13","EC:1.4.1.13",65,3914,0.000362753524367963,0,0.252055767434299,"M1","k__Oxidoreductases.","p__Acting on the CH-NH2 group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.4.1.13"
"EC:1.4.1.14","EC:1.4.1.14",65,3914,0.000362753524367963,0,0.252055767434299,"M1","k__Oxidoreductases.","p__Acting on the CH-NH2 group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.4.1.14"
"EC:4.1.3.27","EC:4.1.3.27",6,0,0.000266597985539467,0,0.250756846614463,"M2","k__Lyases.","p__Carbon-carbon lyases.","c__Oxo-acid-lyases.","o__EC:4.1.3.27"
"EC:1.17.4.1","EC:1.17.4.1",6,5,0.000303435065511448,0,0.248999195878743,"M3","k__Oxidoreductases.","p__Acting on CH or CH2 groups.","c__With a disulfide as acceptor.","o__EC:1.17.4.1"
"EC:2.3.1.128","EC:2.3.1.128",95,9887,0.000377513291191485,6.21375067307964e-16,0.24694555923408,"M3","k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.128"
"EC:2.5.1.47","EC:2.5.1.47",17,2243,0.000324372020040284,0,0.246849643965823,"M1","k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.47"
"EC:2.7.7.4","EC:2.7.7.4",3,0,0.000262138005659117,0,0.24668243946412,"M2","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Nucleotidyltransferases.","o__EC:2.7.7.4"
"EC:3.6.1.55","EC:3.6.1.55",101,8549,0.000365566237886931,1.01261122079816e-15,0.245251422363333,"M3","k__Hydrolases.","p__Acting on acid anhydrides.","c__In phosphorus-containing anhydrides.","o__EC:3.6.1.55"
"EC:2.6.1.42","EC:2.6.1.42",5,1325,0.000303566797673408,0,0.23290234630147,"M3","k__Transferases.","p__Transferring nitrogenous groups.","c__Transaminases.","o__EC:2.6.1.42"
"EC:3.4.21.92","EC:3.4.21.92",81,7640,0.0003768916238218,5.29319501780858e-16,0.231094743316288,"M2","k__Hydrolases.","p__Acting on peptide bonds (peptidases).","c__Serine endopeptidases.","o__EC:3.4.21.92"
"EC:2.3.3.13","EC:2.3.3.13",92,7374,0.000394106738108832,0,0.229001355417514,"M1","k__Transferases.","p__Acyltransferases.","c__Acyl groups converted into alkyl groups on transfer.","o__EC:2.3.3.13"
"EC:2.6.1.9","EC:2.6.1.9",102,676,0.000349442333837462,1.80275482490582e-15,0.225831261497473,"M2","k__Transferases.","p__Transferring nitrogenous groups.","c__Transaminases.","o__EC:2.6.1.9"
"EC:1.1.1.95","EC:1.1.1.95",19,2279,0.000285409161931638,0,0.225499727293512,"M2","k__Oxidoreductases.","p__Acting on the CH-OH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.1.1.95"
"EC:2.7.1.2","EC:2.7.1.2",7,457,0.000325685335612177,0,0.224713910855425,"M1","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with an alcohol group as acceptor.","o__EC:2.7.1.2"
"EC:1.6.99.3","EC:1.6.99.3",25,1631,0.000335685287520122,0,0.224349022660707,"M3","k__Oxidoreductases.","p__Acting on NADH or NADPH.","c__With other acceptors.","o__EC:1.6.99.3"
"EC:3.1.3.25","EC:3.1.3.25",16,57,0.0003245519117352,0,0.223426873209517,"M1","k__Hydrolases.","p__Acting on ester bonds.","c__Phosphoric monoester hydrolases.","o__EC:3.1.3.25"
"EC:2.5.1.18","EC:2.5.1.18",71,783,0.000349919053547434,0,0.222579737556329,"M1","k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.18"
"EC:2.2.1.1","EC:2.2.1.1",1,0,0.000248872261177231,0,0.222349510953794,"M1","k__Transferases.","p__Transferring aldehyde or ketonic groups.","c__Transketolases and transaldolases.","o__EC:2.2.1.1"
"EC:2.3.3.1","EC:2.3.3.1",65,4888,0.000386306037382543,0,0.221839491126566,"M1","k__Transferases.","p__Acyltransferases.","c__Acyl groups converted into alkyl groups on transfer.","o__EC:2.3.3.1"
"EC:4.3.1.19","EC:4.3.1.19",8,859,0.000299472266818068,0,0.220918263996909,"M2","k__Lyases.","p__Carbon-nitrogen lyases.","c__Ammonia-lyases.","o__EC:4.3.1.19"
"EC:3.4.11.18","EC:3.4.11.18",80,7894,0.000379253736055937,7.67129712725881e-16,0.218904321406701,"M3","k__Hydrolases.","p__Acting on peptide bonds (peptidases).","c__Aminopeptidases.","o__EC:3.4.11.18"
"EC:3.2.2.21","EC:3.2.2.21",17,1508,0.000340391099022112,0,0.218388792203172,"M1","k__Hydrolases.","p__Glycosylases.","c__Hydrolyzing N-glycosyl compounds.","o__EC:3.2.2.21"
"EC:1.1.1.157","EC:1.1.1.157",110,3352,0.000391985908575308,0,0.217318049921971,"M1","k__Oxidoreductases.","p__Acting on the CH-OH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.1.1.157"
"EC:1.2.7.3","EC:1.2.7.3",17,640,0.000325355525563572,0,0.217013906307411,"M2","k__Oxidoreductases.","p__Acting on the aldehyde or oxo group of donors.","c__With an iron-sulfur protein as acceptor.","o__EC:1.2.7.3"
"EC:3.5.1.88","EC:3.5.1.88",60,2536,0.000361482860393383,5.86854230235299e-16,0.216939411743394,"M3","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In linear amides.","o__EC:3.5.1.88"
"EC:2.7.8.5","EC:2.7.8.5",10,928,0.000321315095478684,0,0.215048772176791,"M1","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Transferases for other substituted phosphate groups.","o__EC:2.7.8.5"
"EC:3.1.3.16","EC:3.1.3.16",33,1719,0.000342973828940897,0,0.213785806054709,"M3","k__Hydrolases.","p__Acting on ester bonds.","c__Phosphoric monoester hydrolases.","o__EC:3.1.3.16"
"EC:1.2.1.16","EC:1.2.1.16",108,735,0.000364658679711373,1.87179649905115e-15,0.212583543879276,"M2","k__Oxidoreductases.","p__Acting on the aldehyde or oxo group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.2.1.16"
"EC:1.2.1.20","EC:1.2.1.20",108,561,0.000364116179514748,1.92549557894196e-15,0.212234766730011,"M2","k__Oxidoreductases.","p__Acting on the aldehyde or oxo group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.2.1.20"
"EC:1.2.1.79","EC:1.2.1.79",108,561,0.000364116179514748,1.93316687606922e-15,0.212234766730011,"M2","k__Oxidoreductases.","p__Acting on the aldehyde or oxo group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.2.1.79"
"EC:3.4.21.89","EC:3.4.21.89",15,116,0.000316568012304795,0,0.210830276237598,"M3","k__Hydrolases.","p__Acting on peptide bonds (peptidases).","c__Serine endopeptidases.","o__EC:3.4.21.89"
"EC:3.5.2.14","EC:3.5.2.14",66,1309,0.000370888765876128,0,0.210172692659753,"M1","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In cyclic amides.","o__EC:3.5.2.14"
"EC:1.6.1.2","EC:1.6.1.2",0,0,NA,0,0.209790601990598,"M38","k__Oxidoreductases.","p__Acting on NADH or NADPH.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.6.1.2"
"EC:1.6.5.5","EC:1.6.5.5",58,4902,0.000348701936648883,9.78090383725498e-17,0.209685223323943,"M2","k__Oxidoreductases.","p__Acting on NADH or NADPH.","c__With a quinone or similar compound as acceptor.","o__EC:1.6.5.5"
"EC:1.4.4.2","EC:1.4.4.2",2,0,0.000236779643991801,0,0.206810255835423,"M2","k__Oxidoreductases.","p__Acting on the CH-NH2 group of donors.","c__With a disulfide as acceptor.","o__EC:1.4.4.2"
"EC:4.2.3.1","EC:4.2.3.1",1,0,0.000219860420300424,0,0.206771625529344,"M3","k__Lyases.","p__Carbon-oxygen lyases.","c__Acting on phosphates.","o__EC:4.2.3.1"
"EC:4.2.1.2","EC:4.2.1.2",0,0,NA,0,0.20550388681387,"M39","k__Lyases.","p__Carbon-oxygen lyases.","c__Hydro-lyases.","o__EC:4.2.1.2"
"EC:2.3.1.179","EC:2.3.1.179",3,3,0.000304477152254592,0,0.202722474400933,"M1","k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.179"
"EC:1.2.7.11","EC:1.2.7.11",34,162,0.000350336164724561,0,0.20149187541889,"M1","k__Oxidoreductases.","p__Acting on the aldehyde or oxo group of donors.","c__With an iron-sulfur protein as acceptor.","o__EC:1.2.7.11"
"EC:3.5.1.28","EC:3.5.1.28",72,550,0.000314156384819535,1.22740754036141e-15,0.197706655696464,"M3","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In linear amides.","o__EC:3.5.1.28"
"EC:4.2.1.9","EC:4.2.1.9",25,1153,0.000280228459741513,0,0.196243907999495,"M1","k__Lyases.","p__Carbon-oxygen lyases.","c__Hydro-lyases.","o__EC:4.2.1.9"
"EC:2.3.1.15","EC:2.3.1.15",26,890,0.000318050393647998,0,0.19481974546957,"M2","k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.15"
"EC:1.1.1.205","EC:1.1.1.205",83,5565,0.00035795030677923,9.0137741245291e-16,0.194778449490686,"M2","k__Oxidoreductases.","p__Acting on the CH-OH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.1.1.205"
"EC:3.4.19.13","EC:3.4.19.13",11,66,0.000323528191714509,0,0.193754101765882,"M1","k__Hydrolases.","p__Acting on peptide bonds (peptidases).","c__Omega peptidases.","o__EC:3.4.19.13"
"EC:2.3.2.2","EC:2.3.2.2",11,66,0.000323528191714509,0,0.193753927979045,"M1","k__Transferases.","p__Acyltransferases.","c__Aminoacyltransferases.","o__EC:2.3.2.2"
"EC:3.2.2.23","EC:3.2.2.23",75,1310,0.000356003784860739,9.89597329416387e-16,0.19348943326696,"M2","k__Hydrolases.","p__Glycosylases.","c__Hydrolyzing N-glycosyl compounds.","o__EC:3.2.2.23"
"EC:1.15.1.1","EC:1.15.1.1",21,1375,0.000316189869664253,0,0.192851685918076,"M3","k__Oxidoreductases.","p__Acting on superoxide as acceptor.","c__Acting on superoxide as acceptor.","o__EC:1.15.1.1"
"EC:3.5.2.3","EC:3.5.2.3",63,1532,0.000354274621918056,0,0.192839272370206,"M1","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In cyclic amides.","o__EC:3.5.2.3"
"EC:2.4.2.9","EC:2.4.2.9",38,5115,0.000373776793542528,0,0.192108557819244,"M1","k__Transferases.","p__Glycosyltransferases.","c__Pentosyltransferases.","o__EC:2.4.2.9"
"EC:2.6.1.16","EC:2.6.1.16",9,966,0.000310138858115001,0,0.192014771173133,"M1","k__Transferases.","p__Transferring nitrogenous groups.","c__Transaminases.","o__EC:2.6.1.16"
"EC:2.5.1.15","EC:2.5.1.15",101,3487,0.000381655292642239,0,0.189952693093422,"M1","k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.15"
"EC:2.1.1.107","EC:2.1.1.107",27,1042,0.00033424339248525,0,0.18994689283141,"M3","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.107"
"EC:2.5.1.54","EC:2.5.1.54",3,180,0.000293461460846644,0,0.18664094378919,"M2","k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.54"
"EC:2.3.1.12","EC:2.3.1.12",43,884,0.000349662691827974,7.13430632835069e-16,0.184393342942109,"M3","k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.12"
"EC:2.1.1.297","EC:2.1.1.297",34,3853,0.000354221341172672,0,0.183853883457151,"M2","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.297"
"EC:5.4.2.8","EC:5.4.2.8",17,1531,0.000327264363310482,0,0.183565084803978,"M1","k__Isomerases.","p__Intramolecular transferases.","c__Phosphotransferases (phosphomutases).","o__EC:5.4.2.8"
"EC:3.6.1.66","EC:3.6.1.66",61,2894,0.000360724932970844,7.05759335707811e-16,0.181429107238825,"M2","k__Hydrolases.","p__Acting on acid anhydrides.","c__In phosphorus-containing anhydrides.","o__EC:3.6.1.66"
"EC:2.1.1.63","EC:2.1.1.63",7,1286,0.000254015274532121,0,0.181187978264916,"M1","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.63"
"EC:4.2.1.46","EC:4.2.1.46",21,842,0.000339476406878114,0,0.180872364649383,"M3","k__Lyases.","p__Carbon-oxygen lyases.","c__Hydro-lyases.","o__EC:4.2.1.46"
"EC:4.3.3.6","EC:4.3.3.6",132,3033,0.000396535960502333,0,0.18080122278975,"M1","k__Lyases.","p__Carbon-nitrogen lyases.","c__Amine-lyases.","o__EC:4.3.3.6"
"EC:2.3.1.180","EC:2.3.1.180",32,4765,0.00034651296776922,0,0.178123304901573,"M3","k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.180"
"EC:3.5.4.25","EC:3.5.4.25",2,0,0.000259164728765942,0,0.177102414904565,"M3","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In cyclic amidines.","o__EC:3.5.4.25"
"EC:2.10.1.1","EC:2.10.1.1",26,1434,0.000323310419985283,0,0.176521722646426,"M3","k__Transferases.","p__Transferring molybdenum- or tungsten-containing groups.","c__Molybdenumtransferases or tungstentransferases with sulfide groups as acceptors.","o__EC:2.10.1.1"
"EC:2.5.1.17","EC:2.5.1.17",4,103,0.000234550160407355,0,0.176342707094376,"M2","k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.17"
"EC:3.6.1.11","EC:3.6.1.11",30,1138,0.000324304714862593,0,0.176024684592917,"M2","k__Hydrolases.","p__Acting on acid anhydrides.","c__In phosphorus-containing anhydrides.","o__EC:3.6.1.11"
"EC:3.6.1.40","EC:3.6.1.40",30,1138,0.000324304714862593,0,0.176024684592917,"M2","k__Hydrolases.","p__Acting on acid anhydrides.","c__In phosphorus-containing anhydrides.","o__EC:3.6.1.40"
"EC:3.2.1.52","EC:3.2.1.52",6,1700,0.00029276308300186,0,0.175997618342075,"M2","k__Hydrolases.","p__Glycosylases.","c__Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl compounds.","o__EC:3.2.1.52"
"EC:3.6.3.21","EC:3.6.3.21",43,12953,0.000370456574379431,0,0.175119325415318,"M3","k__Hydrolases.","p__Acting on acid anhydrides.","c__Acting on acid anhydrides; catalyzing transmembrane movement of substances.","o__EC:3.6.3.21"
"EC:5.3.1.9","EC:5.3.1.9",41,733,0.000363618147309542,0,0.174830354614621,"M1","k__Isomerases.","p__Intramolecular oxidoreductases.","c__Interconverting aldoses and ketoses.","o__EC:5.3.1.9"
"EC:1.3.99.22","EC:1.3.99.22",33,3097,0.000351698006124362,0,0.1741907963506,"M1","k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With other acceptors.","o__EC:1.3.99.22"
"EC:4.2.1.75","EC:4.2.1.75",64,1915,0.000362782407403693,0,0.174129608266474,"M3","k__Lyases.","p__Carbon-oxygen lyases.","c__Hydro-lyases.","o__EC:4.2.1.75"
"EC:1.1.1.25","EC:1.1.1.25",62,1401,0.000333893050420153,6.17539418744334e-16,0.171436331685031,"M2","k__Oxidoreductases.","p__Acting on the CH-OH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.1.1.25"
"EC:1.1.1.31","EC:1.1.1.31",10,2207,0.000307109552784286,0,0.169864709132174,"M1","k__Oxidoreductases.","p__Acting on the CH-OH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.1.1.31"
"EC:5.4.3.8","EC:5.4.3.8",18,374,0.000343766764302024,0,0.169855476463701,"M1","k__Isomerases.","p__Intramolecular transferases.","c__Transferring amino groups.","o__EC:5.4.3.8"
"EC:2.3.1.1","EC:2.3.1.1",1,0,0.000254211608422921,0,0.169560454752672,"M2","k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.1"
"EC:1.1.5.3","EC:1.1.5.3",49,2234,0.000372273024276874,0,0.169491726260063,"M1","k__Oxidoreductases.","p__Acting on the CH-OH group of donors.","c__With a quinone or similar compound as acceptor.","o__EC:1.1.5.3"
"EC:3.1.3.48","EC:3.1.3.48",88,9983,0.00038207870525539,7.90143604107657e-16,0.169099151522452,"M3","k__Hydrolases.","p__Acting on ester bonds.","c__Phosphoric monoester hydrolases.","o__EC:3.1.3.48"
"EC:1.2.1.2","EC:1.2.1.2",0,0,NA,0,0.169063427542002,"M40","k__Oxidoreductases.","p__Acting on the aldehyde or oxo group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.2.1.2"
