"","SampleID","PLFA_ID","Remove.SH","Remove.SHMI","Index","Cornell_ID","State","Site","Cluster","Trt","Field_ID","Collection_Date","Plant_Stage","Latitude","Longitude","Upper","Lower","Current_Land_Use","Cover_Type","Cover_Crop","Crop_Rotation","System_Years","Notes","Start_Date","Cover_0_Planting","Cover_0_Harvest","Crop_1_Planting","Crop_1_Harvest","Cover_1_Planting","Cover_1_Harvest","Crop_2_Planting","Crop_2_Harvest","Cover_2_Planting","Cover_2_Harvest","Crop_3_Planting","Crop_3_Harvest","Cover_3_Planting","Cover_3_Harvest","Stop_Date","Cover_Roots","Crop_Roots","All_Roots","Current_Crop","Previous_Crop","Tillage_Type","Depth","Tillage_Start","Planter Type","Planter_Start","Removal_Type","Residue_Retained","Fertilizer_Type","N_Annual_Rate","P_Annual_Rate","K_Annual_Rate","Fertilizer_Applications_per_Year","Irrigation_Type","Annual_Rate","Irrigation_Applications_per_Year","Grazing_Type","Stocking_Rate","Animal_Type","Rest_Period","Yield_Type","Yield","Units","C Saturation Deficit","texture_class","sand","silt","clay","water_cap","water_capacity_rating","agg_stab","aggregate_stability_rating","SOM","organic_matter_rating","ace","ace_soil_protein_index_rating","resp","respiration_rating","activeC","active_carbon_rating","ph","ph_rating","p","p_rating","k","k_rating","mg","fe","mn","zn","minor_elements_rating","beta_glucosidase","PLFA","DNA","qPCR","root","rich","dist","ClimateZ","acidity","BSk","Cfa","Csa","Csb","Dfa","Dfb","Dfc","SH","SH_rating","SH_bin","SOM.pred","SOM.corr","SOM.resid","activeC.pred","activeC.corr","activeC.resid","resp.pred","resp.corr","resp.resid","qPCR.pred","qPCR.corr","qPCR.resid","agg_stab.pred","agg_stab.corr","agg_stab.resid","ace.pred","ace.corr","ace.resid","water_cap.pred","water_cap.corr","water_cap.resid","clay.bt","SOM.bt","activeC.bt","resp.bt","qPCR.bt","agg_stab.bt","ace.bt","water_cap.bt","root_bin","rich_bin","dist_bin","SHMI","SHMI_bin","SHMI2","SHMI2_rating","SHMI2_bin","Axis1","Axis2"
"109","NRCS142","SHI-0142","No","No",142,"QPP107","FL","FL1","FL1_Species_6","Species_6","FLPMC-CASH-6-species-2","42611","in-season",28.62,-82.345,0,15,"cropland.annual","cover crop","Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed | Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed | Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed | Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed","Corn | Corn | Corn | Corn",4,"0",2012-08-30,2012-11-27,2013-04-04,2013-04-25,2013-09-01,2013-11-27,2014-04-04,2014-04-25,2014-09-01,2014-11-15,2015-04-04,2015-04-25,2015-09-01,1970-01-01,1970-01-01,2016-08-29,27.1232876712329,26.5068493150685,53.6301369863014,"Corn","Corn","Conventional Till","0",0,"0",0,"0",0,"0",0,0,0,0,"0",0,0,"0",0,"0",0,"0",0,"0",15.63605229098,"sand",94.37774703,3.932406126,-2.15650109923019,-4.99940355353243,8.946259615,0.310600244582236,18.23799516,-2.94364814580247,3.262878061,-1.70963630891375,6.702597168,-2.17968371867956,5.991513678,-1.76221314717751,11.05051943,0.634200210415839,100,7.716108883,100,6.82555916,6.726271109,34.42904328,0.9395392,0.638711874,0.830888437,100,19,-1.53843240592478,1313.37657378931,-2.02278637522824,53.6301369863014,5,1,"Cfa",-0.634200210415839,0,1,0,0,0,0,0,-1.00565375793213,1.78571428571429,"very low",-1.9633014195806,1.95128066300686,-0.980346726221876,-0.851660509820046,293.087396305622,-0.910552637357466,-0.700564960961104,0.189754915751735,-1.47911875771846,-1.00014891088236,592903869.368806,-1.02263746434588,0.632766066724748,11.5536429540499,-0.322165822142511,-0.156102671134081,2.26947235505548,-1.55353363777967,-2.54220869236738,0.0941672499402504,-2.45719486116505,1.689846846,0.525208333,205.2308323,0.133354083,2.77e+08,19.15435314,2.155904437,0.035914979,-0.423108171629589,1.18455750669613,-1.39550721398546,7,3,-0.233482245483745,40.1119402985075,"medium",0.0399963785232125,-0.0162421666843201
"110","NRCS143","SHI-0143","No","No",143,"QPP110","FL","FL1","FL1_Species_6","Species_6","FLPMC-CASH-6-species-3","42611","in-season",28.62,-82.345,0,15,"cropland.annual","cover crop","Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed | Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed | Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed | Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed","Corn | Corn | Corn | Corn",4,"0",2012-08-30,2012-11-27,2013-04-04,2013-04-25,2013-09-01,2013-11-27,2014-04-04,2014-04-25,2014-09-01,2014-11-15,2015-04-04,2015-04-25,2015-09-01,1970-01-01,1970-01-01,2016-08-29,27.1232876712329,26.5068493150685,53.6301369863014,"Corn","Corn","Conventional Till","0",0,"0",0,"0",0,"0",0,0,0,0,"0",0,0,"0",0,"0",0,"0",0,"0",16.10035809858,"sand",89.5870428,8.3336784,-2.10939685964051,-3.86169451999297,14.29111664,-0.0830788172894283,12.97197975,-1.50390557780439,24.95387357,0.142575390139207,20.49570585,-0.786138395052193,13.17693857,0.0920435889030226,49.17006642,-0.258474842298008,100,11.06179368,100,83.09081628,100,97.63065674,3.425742332,1.776461837,2.303616405,100,52,-0.628475564734474,5736.99216479551,-0.186718863353365,53.6301369863014,5,1,"Cfa",0.258474842298008,0,1,0,0,0,0,0,0.263140031044318,75.974025974026,"high",-1.92868450350267,3.73669048355002,0.42477892569828,-0.834480441736001,632.13646766851,0.926524030639024,-0.675659070833099,0.360634199449653,-0.110479324219093,-0.987040145722649,2373507876.17225,0.800321282369284,0.625071790358819,8.28247321974846,-0.708150607648247,-0.150970403099724,4.87800073039095,0.293545793238931,-2.48434746091663,0.141813606090128,-1.37734705907635,2.079278796,1.459246401,445.8390299,0.264580176,1.12e+09,14.06251657,4.515843287,0.05528682,-0.423108171629589,1.18455750669613,-1.39550721398546,7,3,-0.233482245483745,40.1119402985075,"medium",0.0301067913199337,-0.0938934614143453
"111","NRCS145","SHI-0145","No","No",145,"PP477","MO","MO1","MO1_Control","Control","MOPMC-CASH-Control-1","42646","in-season",39.095858,-90.455909,0,15,"cropland.annual","None","None | None | None | None","Corn | Corn | Corn | Corn",4,"0",2012-10-04,1970-01-01,1970-01-01,2013-05-14,2013-10-17,1970-01-01,1970-01-01,2014-05-14,2014-10-17,1970-01-01,1970-01-01,2015-05-14,2015-10-17,1970-01-01,1970-01-01,2016-10-03,0,32.0547945205479,32.0547945205479,"Corn","Corn","Conventional Till","0",0,"0",0,"0",0,"0",0,0,0,0,"0",0,0,"0",0,"0",0,"0",0,"0",34.0461065007,"silt loam",3.365924105,80.85379394,-0.45217449856813,-0.0508621895840747,87.41457141,-0.326210391501099,13.95102043,-1.19772621221368,8.014158177,-0.0358126096119386,23.72657286,-0.197053458599481,19.93928998,-0.96098047130827,12.47586432,-0.457171744375068,95.79807,8.575647636,100,105.2682022,100,128.6058094,6.034078377,12.91600169,1.216635708,100,62,0.640505580281375,7175.5742827073,-0.151979467632836,32.0547945205479,1,1,"Cfa",0.457171744375068,0,1,0,0,0,0,0,-0.370546154286397,16.8831168831169,"very low",-0.710791424335389,2.49805416529389,-0.486934787878291,-0.230050920282428,315.963057149011,-0.730929551025842,0.200580486414395,0.316678545688662,-0.397633945013877,-0.525847290515497,1715800809.00307,0.373867822882661,0.35437159528166,8.48750845492849,-0.680581986782759,0.0295931602576933,4.08255351337817,-0.0654057698696319,-0.448672382948142,0.277991926446855,0.397810193364068,15.78028196,1.736292135,286.9683114,0.346862482,1.15e+09,11.51459441,4.14008563,0.234503603,-1.19977248667568,-0.73654029538897,-1.39550721398546,4,1,-0.879751396460843,13.6194029850746,"very low",0.148316981157154,-0.208819053142955
"112","NRCS146","SHI-0146","No","No",146,"PP478","MO","MO1","MO1_Control","Control","MOPMC-CASH-Control-2","42646","in-season",39.095858,-90.455909,0,15,"cropland.annual","None","None | None | None | None","Corn | Corn | Corn | Corn",4,"0",2012-10-04,1970-01-01,1970-01-01,2013-05-14,2013-10-17,1970-01-01,1970-01-01,2014-05-14,2014-10-17,1970-01-01,1970-01-01,2015-05-14,2015-10-17,1970-01-01,1970-01-01,2016-10-03,0,32.0547945205479,32.0547945205479,"Corn","Corn","Conventional Till","0",0,"0",0,"0",0,"0",0,0,0,0,"0",0,0,"0",0,"0",0,"0",0,"0",33.8518302651,"silt loam",3.806137091,80.50339018,-0.463037488847393,0.104431918730411,91.38766392,-0.400071301181118,13.11234584,-1.01905483397428,11.33236751,0.280501273875171,30.79956944,0.297196748591384,28.7719381,-0.193701189285076,28.6265629,0.0205774245896263,100,12.43109882,100,111.2745467,100,137.475635,3.000477298,12.59332004,1.421688174,100,104,0.684724948523516,5060.73469256003,-0.371630956086014,32.0547945205479,1,1,"Cfa",-0.0205774245896263,0,1,0,0,0,0,0,-0.0727599850201714,42.0454545454545,"medium",-0.718774638290827,2.72692728002233,-0.30028019568345,-0.234012918485132,436.292684496531,0.0403117292000565,0.194836790205441,0.396503402677189,0.102359958385943,-0.528870381212716,1455059874.48434,0.157239425126702,0.356146018350521,7.93468608865712,-0.756217319531639,0.0284095772457724,4.77409045432334,0.252091696629398,-0.462016107425407,0.296347790211664,0.566448026155817,15.69047273,1.9118637,395.5994094,0.43198211,9.73e+08,10.82026844,4.844919195,0.248726309,-1.19977248667568,-0.73654029538897,-1.39550721398546,4,1,-0.879751396460843,13.6194029850746,"very low",0.151474897618418,0.126002768270894
"113","NRCS147","SHI-0147","No","No",147,"PP479","MO","MO1","MO1_Control","Control","MOPMC-CASH-Control-3","42646","in-season",39.095858,-90.455909,0,15,"cropland.annual","None","None | None | None | None","Corn | Corn | Corn | Corn",4,"0",2012-10-04,1970-01-01,1970-01-01,2013-05-14,2013-10-17,1970-01-01,1970-01-01,2014-05-14,2014-10-17,1970-01-01,1970-01-01,2015-05-14,2015-10-17,1970-01-01,1970-01-01,2016-10-03,0,32.0547945205479,32.0547945205479,"Corn","Corn","Conventional Till","0",0,"0",0,"0",0,"0",0,0,0,0,"0",0,0,"0",0,"0",0,"0",0,"0",33.59182350806,"silt loam",5.228123348,78.99479524,-0.452561625186834,0.217975355907017,93.74061448,-0.389774082881348,13.22462378,-1.08555977219866,9.974489312,0.333692059283824,32.27683174,-0.1299141877989,20.94516954,-0.681356111671373,16.87794609,-0.799047296478244,70.15401,9.263457114,100,160.6637647,100,123.4512685,6.95857844,14.84731093,1.228724955,100,53,0.145270568676363,4013.57396692483,-0.708493041987608,32.0547945205479,1,1,"Cfa",0.799047296478244,0,1,0,0,0,0,0,-0.232114587905306,28.5714285714286,"low",-0.711075923772976,2.63445860751324,-0.374483848425689,-0.230192114827217,355.199444453815,-0.451163996844156,0.200375797131327,0.326550545520734,-0.330289984930227,-0.525955025020414,1123568630.86946,-0.182538016967194,0.354434830761499,8.02043180436232,-0.744208913642847,0.0295509806664776,4.90513534673468,0.304141078617346,-0.449147916001657,0.307878836735303,0.667123271908674,15.77708141,1.845294118,322.5850649,0.357502436,753000000.000001,10.91495766,4.982093854,0.25966826,-1.19977248667568,-0.73654029538897,-1.39550721398546,4,1,-0.879751396460843,13.6194029850746,"very low",0.150545410583802,0.114590414883894
"114","NRCS148","SHI-0148","No","No",148,"PP475","MO","MO1","MO1_Control","Control","MOPMC-CASH-Control-4","42646","in-season",39.095858,-90.455909,0,15,"cropland.annual","None","None | None | None | None","Corn | Corn | Corn | Corn",4,"0",2012-10-04,1970-01-01,1970-01-01,2013-05-14,2013-10-17,1970-01-01,1970-01-01,2014-05-14,2014-10-17,1970-01-01,1970-01-01,2015-05-14,2015-10-17,1970-01-01,1970-01-01,2016-10-03,0,32.0547945205479,32.0547945205479,"Corn","Corn","Conventional Till","0",0,"0",0,"0",0,"0",0,0,0,0,"0",0,0,"0",0,"0",0,"0",0,"0",33.67184616506,"silt loam",4.794193221,79.78396181,-0.495529703128936,0.193036180948788,93.26418764,0.504187339174828,31.16985914,-1.06628646718816,10.35217097,0.114702973122677,26.75935978,-0.1880002306174,20.07170186,-0.552926018678044,19.4140725,-0.71138689850307,76.72941,8.212230825,100,110.9903915,100,135.1398861,6.53835201,14.74504603,1.207269664,100,58,0.278998896618674,10081.1839944923,0.493977804906269,32.0547945205479,1,1,"Cfa",0.71138689850307,0,1,0,0,0,0,0,-0.0791497127251854,41.3961038961039,"medium",-0.742653173742584,2.69761383006056,-0.323633293445571,-0.245863623611058,377.273987578993,-0.307062395066986,0.177656860628805,0.321333620921729,-0.365657091246205,-0.537912726662852,2830831141.62141,1.03189053156912,0.361453482786863,16.8252535048875,0.142733856387965,0.0248693703732005,4.39928918672605,0.0898336027494762,-0.501928428423868,0.311146167868193,0.694964609372656,15.42184497,1.864436653,340.3934416,0.348281143,1.88e+09,22.16125521,4.453646156,0.25722439,-1.19977248667568,-0.73654029538897,-1.39550721398546,4,1,-0.879751396460843,13.6194029850746,"very low",0.121571126975809,-0.305272440293777
"115","NRCS149","SHI-0149","No","No",149,"PP480","MO","MO1","MO1_Species_2","Species_2","MOPMC-CASH-2Species-1","42646","in-season",39.095858,-90.455909,0,15,"cropland.annual","cover crop","Rye + Clover, Crimson | Rye + Clover, Crimson | Rye + Clover, Crimson | Rye + Clover, Crimson","Corn | Corn | Corn | Corn",4,"0",2012-10-04,2012-10-10,2013-04-22,2013-05-14,2013-10-17,2013-10-10,2013-04-22,2014-05-14,2014-10-17,2014-10-10,2015-04-22,2015-05-14,2015-10-17,1970-01-01,1970-01-01,2016-10-03,14.8630136986301,32.0547945205479,46.9178082191781,"Corn","Corn","Conventional Till","0",0,"0",0,"0",0,"0",0,0,0,0,"0",0,0,"0",0,"0",0,"0",0,"0",33.57619848158,"silt loam",4.812491405,78.58008355,-0.352126348213984,0.227690354069217,93.92009549,-0.206091072451173,15.4938617,-0.911400782248882,13.87693002,0.218674669091291,29.19767944,0.22099938646997,27.18098899,-0.140502149147996,30.28584935,0.546539812440667,100,23.12982535,73.92279433,122.1594864,100,126.1346054,2.260935945,9.418386403,1.283253301,100,101,0.606891584568818,5761.04223260361,-0.455279371272608,46.9178082191781,3,1,"Cfa",-0.546539812440667,0,1,0,0,0,0,0,-0.0643358396009704,44.1558441558442,"medium",-0.637266016543429,2.75997767147765,-0.274134765705453,-0.193560913231268,438.625811143379,0.0530587640832713,0.25347993372394,0.373441207720666,-0.0324805472539701,-0.498004622443987,1333641336.29246,0.0427252511713787,0.338029157203254,9.56455319178976,-0.544120229654427,0.0404939608741981,4.59732234566382,0.178180708217093,-0.325776668373673,0.294892765024774,0.55346702244289,16.60742505,2.022721249,404.5035978,0.417795505,9.13e+08,12.72136599,4.692857532,0.260626536,-1.19977248667568,1.18455750669613,-1.39550721398546,6,2,-0.485517907987091,23.6940298507463,"low",0.191128090841054,0.178361734512339
"116","NRCS150","SHI-0150","No","No",150,"PP481","MO","MO1","MO1_Species_2","Species_2","MOPMC-CASH-2Species-2","42646","in-season",39.095858,-90.455909,0,15,"cropland.annual","cover crop","Rye + Clover, Crimson | Rye + Clover, Crimson | Rye + Clover, Crimson | Rye + Clover, Crimson","Corn | Corn | Corn | Corn",4,"0",2012-10-04,2012-10-10,2013-04-22,2013-05-14,2013-10-17,2013-10-10,2013-04-22,2014-05-14,2014-10-17,2014-10-10,2015-04-22,2015-05-14,2015-10-17,1970-01-01,1970-01-01,2016-10-03,14.8630136986301,32.0547945205479,46.9178082191781,"Corn","Corn","Conventional Till","0",0,"0",0,"0",0,"0",0,0,0,0,"0",0,0,"0",0,"0",0,"0",0,"0",34.2353730468,"silt loam",2.371556926,81.85464662,-0.452958960515484,0.358567710558939,96.01212901,-0.04719215496953,17.92926323,-1.16258755370505,8.586490526,-0.0345142123545676,23.75048518,-0.0861016265309727,21.63203497,-0.503425983466964,20.49034322,-0.259935848930927,100,9.764042691,100,115.9363948,100,122.0923689,5.684231426,13.01234869,1.299389502,100,57,0.328867277638116,3179.67286541017,-1.03803037373157,46.9178082191781,3,1,"Cfa",0.259935848930927,0,1,0,0,0,0,0,-0.233292316840786,28.2467532467532,"low",-0.711367925593757,2.54089327901752,-0.451219628111294,-0.23033703273817,382.675051391467,-0.273088950728793,0.200165710096157,0.333145687572153,-0.28626733662713,-0.526065600534599,874457658.44776,-0.511964773196974,0.354499733790509,10.8054275491561,-0.401691888760039,0.0295076887797193,4.08521556869254,-0.0640219011342869,-0.449635989084141,0.324796606088552,0.80820369964308,15.77379646,1.77,347.5167923,0.364595738,586000000.000001,14.4748447,4.142639246,0.273886195,-1.19977248667568,1.18455750669613,-1.39550721398546,6,2,-0.485517907987091,23.6940298507463,"low",0.138656798573177,0.2335383535835
"117","NRCS151","SHI-0151","No","No",151,"PP482","MO","MO1","MO1_Species_2","Species_2","MOPMC-CASH-2Species-3","42646","in-season",39.095858,-90.455909,0,15,"cropland.annual","cover crop","Rye + Clover, Crimson | Rye + Clover, Crimson | Rye + Clover, Crimson | Rye + Clover, Crimson","Corn | Corn | Corn | Corn",4,"0",2012-10-04,2012-10-10,2013-04-22,2013-05-14,2013-10-17,2013-10-10,2013-04-22,2014-05-14,2014-10-17,2014-10-10,2015-04-22,2015-05-14,2015-10-17,1970-01-01,1970-01-01,2016-10-03,14.8630136986301,32.0547945205479,46.9178082191781,"Corn","Corn","Conventional Till","0",0,"0",0,"0",0,"0",0,0,0,0,"0",0,0,"0",0,"0",0,"0",0,"0",33.68889622798,"silt loam",4.722253395,80.49295559,-0.57258537964288,0.466707887151224,97.31009116,-0.00679968355136579,18.62965738,-1.06965000258433,10.2853472,0.182246872801385,28.30839293,-0.0861016265309727,21.63203497,-0.845176355338349,14.12963112,-0.594506367869505,85.49661,10.66554223,100,145.5858296,100,128.8477451,6.916921415,12.18103722,1.181115163,100,62,0.209862665296105,6208.91763990796,-0.322581861812054,46.9178082191781,3,1,"Cfa",0.594506367869505,0,1,0,0,0,0,0,-0.167078822495053,33.7662337662338,"low",-0.799281407431248,2.76475870804957,-0.270368595153078,-0.273967713185656,337.799547360205,-0.571208642152693,0.136914451246703,0.342821563600016,-0.223016077777676,-0.559356757528082,1545837302.08713,0.236774895716028,0.37404019845888,10.9976613956968,-0.380839882010246,0.0164737272446158,4.56866611856791,0.165773145556769,-0.596580977158447,0.357780142474358,1.06328886430967,14.78479101,1.861087169,301.2150128,0.364595738,1.01e+09,14.95072254,4.60677552,0.285349774,-1.19977248667568,1.18455750669613,-1.39550721398546,6,2,-0.485517907987091,23.6940298507463,"low",0.0967034421139178,-0.0942881141140274
"118","NRCS152","SHI-0152","No","No",152,"PP483","MO","MO1","MO1_Species_2","Species_2","MOPMC-CASH-2Species-4","42646","in-season",39.095858,-90.455909,0,15,"cropland.annual","cover crop","Rye + Clover, Crimson | Rye + Clover, Crimson | Rye + Clover, Crimson | Rye + Clover, Crimson","Corn | Corn | Corn | Corn",4,"0",2012-10-04,2012-10-10,2013-04-22,2013-05-14,2013-10-17,2013-10-10,2013-04-22,2014-05-14,2014-10-17,2014-10-10,2015-04-22,2015-05-14,2015-10-17,1970-01-01,1970-01-01,2016-10-03,14.8630136986301,32.0547945205479,46.9178082191781,"Corn","Corn","Conventional Till","0",0,"0",0,"0",0,"0",0,0,0,0,"0",0,0,"0",0,"0",0,"0",0,"0",34.22584390484,"silt loam",2.362911201,82.7734954,-0.563053735773395,0.341646319567628,95.77495209,-0.159185658054932,16.16282679,-1.14238615844853,8.932336472,0.107652744291344,26.6048058,-0.265984867241453,18.9630637,-0.734724892143437,15.92599065,-0.762522130655254,72.89376,8.476863835,100,104.0160167,100,117.6947384,7.299912386,13.09335619,1.269118673,100,57,0.230530598794987,3970.40542362302,-0.850261926444286,46.9178082191781,3,1,"Cfa",0.762522130655254,0,1,0,0,0,0,0,-0.229465209358144,29.2207792207792,"low",-0.792276600246398,2.6646158860445,-0.35010955820213,-0.270491289575869,353.262396204364,-0.464233602567568,0.14195421151076,0.315190752423562,-0.407939078752212,-0.556704170793649,1032553453.77915,-0.293557755650636,0.372483245140192,9.66814612569716,-0.531668903195124,0.0175122526846265,4.39995353058116,0.0901404916067171,-0.584872632923563,0.339699101151293,0.92651895249119,14.8635934,1.789559902,315.4617142,0.336222529,676000000.000001,13.21981784,4.438128757,0.272134564,-1.19977248667568,1.18455750669613,-1.39550721398546,6,2,-0.485517907987091,23.6940298507463,"low",0.147348826940877,0.120374843007263
"119","NRCS153","SHI-0153","No","No",153,"PP484","MO","MO1","MO1_Species_6","Species_6","MOPMC-CASH-6Species-1","42646","in-season",39.095858,-90.455909,0,15,"cropland.annual","cover crop","Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed | Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed | Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed | Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed","Corn | Corn | Corn | Corn",4,"0",2012-10-04,2012-10-10,2013-04-22,2013-05-14,2013-10-17,2013-10-10,2013-04-22,2014-05-14,2014-10-17,2014-10-10,2015-04-22,2015-05-14,2015-10-17,1970-01-01,1970-01-01,2016-10-03,14.8630136986301,32.0547945205479,46.9178082191781,"Corn","Corn","Conventional Till","0",0,"0",0,"0",0,"0",0,0,0,0,"0",0,0,"0",0,"0",0,"0",0,"0",33.55438857666,"silt loam",5.102113595,79.62171639,-0.513150004231753,0.0772881365460472,90.7553521,0.336761080853354,26.21705865,-0.976269609315433,12.29026019,0.304280244776914,31.4482606,0.0821390014860672,24.5064548,-0.407399223100806,22.74640714,-0.556520195413597,88.34595,7.247216659,100,105.1639352,100,125.0672837,5.510103797,16.487899,1.319876829,100,85,0.546492638552556,10733.9619899411,0.658059763948825,46.9178082191781,5,1,"Cfa",0.556520195413597,0,1,0,0,0,0,0,0.0124467737479988,53.2467532467532,"medium",-0.755602336914675,2.82833149289511,-0.220667272400758,-0.252290178317062,402.038997741347,-0.155109044783744,0.168340304685818,0.364579464119106,-0.0862013031997507,-0.542816327510936,3219260639.40832,1.20087609145976,0.364331683719877,14.7044402070024,-0.0275706028665224,0.0229495408866514,4.84701206444362,0.281330703890262,-0.523572601628298,0.300239907593824,0.600860738174345,15.27617001,1.955461323,361.7634937,0.392968947,2.13e+09,19.53997742,4.905493344,0.246179549,-1.19977248667568,1.18455750669613,-1.39550721398546,6,2,-0.485517907987091,23.6940298507463,"low",0.13620767045872,-0.233824676862631
"120","NRCS154","SHI-0154","No","No",154,"PP485","MO","MO1","MO1_Species_6","Species_6","MOPMC-CASH-6Species-2","42646","in-season",39.095858,-90.455909,0,15,"cropland.annual","cover crop","Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed | Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed | Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed | Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed","Corn | Corn | Corn | Corn",4,"0",2012-10-04,2012-10-10,2013-04-22,2013-05-14,2013-10-17,2013-10-10,2013-04-22,2014-05-14,2014-10-17,2014-10-10,2015-04-22,2015-05-14,2015-10-17,1970-01-01,1970-01-01,2016-10-03,14.8630136986301,32.0547945205479,46.9178082191781,"Corn","Corn","Conventional Till","0",0,"0",0,"0",0,"0",0,0,0,0,"0",0,0,"0",0,"0",0,"0",0,"0",33.96613762264,"silt loam",3.307908528,81.11566999,-0.476832702451362,0.0314935362849897,89.62814019,-0.450642357004621,12.58164186,-1.03559142845993,10.98017424,0.219764029600327,29.22488044,0.122564689817891,25.25588268,-0.151047648271393,29.95056247,-0.455710737742148,95.90766,8.807814502,100,111.4163196,100,123.8541816,5.772791725,14.84442008,1.405858059,100,95,0.471811137481059,3472.14637417537,-1.05609568383006,46.9178082191781,5,1,"Cfa",0.455710737742148,0,1,0,0,0,0,0,-0.116167548438299,37.987012987013,"low",-0.728912743815204,2.71887630186183,-0.306678684644728,-0.239044370240104,445.084768379739,0.0879967219687108,0.187542710578942,0.368058622457007,-0.0649780207610506,-0.532709488202613,866891043.537808,-0.523386195627446,0.35839940757664,7.56634948365235,-0.809041764581261,0.0269065122473026,4.63158924897641,0.192857517353024,-0.478961674410563,0.290122481493305,0.510455210695553,15.57642149,1.895175152,402.7227601,0.400062249,578000000.000001,10.36493729,4.695470982,0.24194185,-1.19977248667568,1.18455750669613,-1.39550721398546,6,2,-0.485517907987091,23.6940298507463,"low",0.150014009108931,0.257840727174573
"121","NRCS155","SHI-0155","No","No",155,"PP486","MO","MO1","MO1_Species_6","Species_6","MOPMC-CASH-6Species-3","42646","in-season",39.095858,-90.455909,0,15,"cropland.annual","cover crop","Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed | Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed | Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed | Rye + Clover, Crimson + Vetch, Hairy + Radish + Oats + Rapeseed","Corn | Corn | Corn | Corn",4,"0",2012-10-04,2012-10-10,2013-04-22,2013-05-14,2013-10-17,2013-10-10,2013-04-22,2014-05-14,2014-10-17,2014-10-10,2015-04-22,2015-05-14,2015-10-17,1970-01-01,1970-01-01,2016-10-03,14.8630136986301,32.0547945205479,46.9178082191781,"Corn","Corn","Conventional Till","0",0,"0",0,"0",0,"0",0,0,0,0,"0",0,0,"0",0,"0",0,"0",0,"0",34.16361359352,"silt loam",2.649966345,82.29219813,-0.539558931716133,-0.0191983026571081,88.29344344,-0.110903171941965,16.89400676,-1.13892980053554,8.992772366,0.217584467531289,29.17049325,-0.000628460919809552,23.04419412,-0.161639883015136,29.61696839,-0.6164214673633,83.85276,9.228398575,100,114.9386639,100,123.9550345,7.814305404,13.39718034,1.289186678,100,70,0.623270629205572,6295.72584705512,-0.118134748815684,46.9178082191781,5,1,"Cfa",0.6164214673633,0,1,0,0,0,0,0,-0.0630102030703683,44.8051948051948,"medium",-0.775010263555639,2.64750341598202,-0.363919536979905,-0.261922159984963,447.378521947202,0.100282276969827,0.154376851458383,0.353493768682236,-0.155005312378192,-0.550165738764112,1793441419.23766,0.432030989948428,0.368645469238179,10.1117950068104,-0.479548641180144,0.0200721418344557,4.64254179442948,0.197512325696833,-0.556012421883342,0.293036617128036,0.536814119226234,15.05783552,1.792919781,400.9419224,0.378782342,1.18e+09,13.7494799,4.690244373,0.237335988,-1.19977248667568,1.18455750669613,-1.39550721398546,6,2,-0.485517907987091,23.6940298507463,"low",0.118625326537615,-0.0519773812637815
